age_group,income_group,city_tier,purchase_frequency,preowned_willingness,auth_importance,discount_threshold,trust_score,max_spend,luxe_loop_interest
25-34,2L+,Tier 2,Never,No,Low,0%,4.83,194637,1
35-44,1L-2L,Tier 2,Rarely,No,Medium,40%+,2.27,178795,0
25-34,<25K,Tier 3,Rarely,Definitely,High,10-20%,1.88,40572,0
45+,25-50K,Tier 3,Occasionally,No,Medium,0%,3.71,284754,0
18-24,<25K,Tier 3,Frequently,Definitely,High,20-40%,4.03,103993,0
45+,25-50K,Tier 3,Never,Maybe,High,40%+,1.9,102540,1
18-24,25-50K,Tier 1,Never,No,Low,20-40%,1.31,58533,0
18-24,<25K,Tier 3,Frequently,No,Low,40%+,4.24,160136,0
45+,2L+,Tier 2,Never,No,High,10-20%,4.91,263897,1
45+,25-50K,Tier 3,Frequently,Maybe,Low,40%+,3.58,185653,1
45+,<25K,Tier 1,Rarely,Definitely,High,20-40%,2.11,125388,1
45+,25-50K,Tier 2,Frequently,Maybe,High,20-40%,4.99,295846,0
35-44,50K-1L,Tier 3,Never,Maybe,Medium,0%,4.57,128482,1
25-34,2L+,Tier 3,Frequently,No,Low,40%+,3.05,275775,0
18-24,1L-2L,Tier 3,Occasionally,Definitely,Low,20-40%,4.3,259936,1
45+,25-50K,Tier 2,Rarely,Maybe,Low,0%,4.26,92388,0
45+,50K-1L,Tier 2,Rarely,No,Medium,10-20%,4.74,129798,1
45+,1L-2L,Tier 1,Frequently,Maybe,Medium,20-40%,4.36,75043,1
35-44,1L-2L,Tier 2,Never,Maybe,Medium,0%,3.57,165053,0
45+,25-50K,Tier 2,Occasionally,No,Low,20-40%,3.44,237843,1
45+,<25K,Tier 3,Rarely,No,Low,40%+,2.87,264859,1
45+,25-50K,Tier 2,Rarely,Definitely,Low,0%,3.51,134014,1
25-34,50K-1L,Tier 3,Never,Maybe,Medium,40%+,4.18,118076,1
35-44,1L-2L,Tier 3,Never,No,Medium,10-20%,4.88,104007,1
45+,25-50K,Tier 2,Occasionally,No,High,40%+,2.87,202270,0
18-24,<25K,Tier 1,Frequently,Definitely,Medium,0%,3.29,292084,0
18-24,25-50K,Tier 1,Never,Definitely,High,20-40%,2.78,76792,1
18-24,2L+,Tier 2,Frequently,No,Low,0%,3.67,13367,1
35-44,<25K,Tier 1,Occasionally,Definitely,Medium,40%+,3.52,239673,0
35-44,50K-1L,Tier 3,Frequently,No,Low,40%+,1.07,275717,0
18-24,1L-2L,Tier 3,Rarely,Maybe,Low,20-40%,3.16,20582,1
45+,25-50K,Tier 2,Frequently,Definitely,Low,10-20%,1.35,141450,0
35-44,<25K,Tier 1,Occasionally,Maybe,Low,0%,1.11,149572,1
18-24,2L+,Tier 1,Occasionally,Maybe,Medium,20-40%,4.16,26881,1
18-24,<25K,Tier 3,Occasionally,Maybe,Low,20-40%,2.03,187614,1
45+,2L+,Tier 2,Frequently,No,High,20-40%,2.36,70285,1
25-34,50K-1L,Tier 1,Rarely,Maybe,Medium,0%,1.26,64547,0
35-44,1L-2L,Tier 2,Never,Maybe,Low,0%,1.72,198223,0
45+,50K-1L,Tier 1,Rarely,Maybe,Medium,0%,4.06,143294,0
18-24,25-50K,Tier 3,Frequently,No,High,10-20%,2.97,12933,1
18-24,<25K,Tier 3,Frequently,Maybe,Low,20-40%,4.52,245839,0
45+,2L+,Tier 2,Never,Maybe,High,40%+,2.59,103706,1
35-44,2L+,Tier 3,Frequently,Definitely,Low,40%+,2.07,179682,1
25-34,<25K,Tier 1,Occasionally,No,High,20-40%,2.39,9544,0
25-34,<25K,Tier 3,Occasionally,Maybe,Low,40%+,3.85,207682,1
18-24,25-50K,Tier 2,Occasionally,Definitely,Medium,10-20%,3.22,187572,1
35-44,50K-1L,Tier 2,Occasionally,No,Low,10-20%,4.62,222054,1
25-34,2L+,Tier 2,Occasionally,No,Medium,0%,3.41,264711,0
35-44,25-50K,Tier 1,Frequently,No,Low,0%,2.97,105834,1
35-44,50K-1L,Tier 1,Never,No,Low,0%,4.14,139405,0
18-24,25-50K,Tier 1,Never,No,High,0%,4.79,45002,1
25-34,2L+,Tier 1,Occasionally,No,High,0%,2.42,260549,0
45+,<25K,Tier 1,Frequently,Maybe,High,40%+,2.0,223760,1
18-24,<25K,Tier 3,Rarely,Maybe,Low,40%+,3.46,135011,0
25-34,50K-1L,Tier 1,Rarely,Maybe,Low,0%,3.0,173922,0
25-34,1L-2L,Tier 1,Frequently,Maybe,Low,10-20%,4.96,126548,1
25-34,50K-1L,Tier 3,Occasionally,Definitely,Medium,40%+,2.85,36786,1
25-34,1L-2L,Tier 1,Never,Maybe,Medium,10-20%,1.3,210786,1
25-34,25-50K,Tier 2,Frequently,No,Low,10-20%,4.91,72261,1
35-44,25-50K,Tier 1,Rarely,Maybe,High,20-40%,4.37,285621,0
18-24,2L+,Tier 1,Rarely,Maybe,High,20-40%,1.71,182605,1
35-44,1L-2L,Tier 2,Rarely,No,High,0%,4.62,275640,0
45+,2L+,Tier 2,Occasionally,Maybe,Low,10-20%,2.36,125522,1
25-34,<25K,Tier 2,Rarely,Maybe,High,40%+,2.51,212080,0
18-24,1L-2L,Tier 2,Frequently,Maybe,Low,20-40%,4.63,287868,0
25-34,50K-1L,Tier 1,Frequently,Definitely,Medium,20-40%,3.12,297560,0
18-24,<25K,Tier 2,Rarely,Maybe,High,10-20%,1.55,40575,1
35-44,<25K,Tier 2,Frequently,No,Medium,20-40%,2.48,81614,1
18-24,50K-1L,Tier 3,Rarely,No,High,20-40%,3.89,98566,0
45+,<25K,Tier 2,Rarely,Maybe,Low,40%+,1.7,257061,0
45+,1L-2L,Tier 2,Never,Maybe,Low,10-20%,3.36,209180,0
18-24,2L+,Tier 3,Occasionally,Maybe,Low,20-40%,3.78,132192,0
18-24,<25K,Tier 3,Occasionally,No,Low,10-20%,2.38,24359,0
18-24,1L-2L,Tier 1,Never,No,High,20-40%,3.78,206464,1
18-24,25-50K,Tier 3,Never,Definitely,Medium,40%+,4.54,229135,0
45+,1L-2L,Tier 1,Occasionally,Definitely,Low,10-20%,2.89,48634,1
25-34,2L+,Tier 3,Rarely,Definitely,High,20-40%,2.53,122255,1
18-24,1L-2L,Tier 3,Rarely,No,Medium,40%+,2.0,47864,1
18-24,50K-1L,Tier 1,Occasionally,Definitely,Low,20-40%,3.42,42355,0
45+,2L+,Tier 3,Rarely,Maybe,Medium,10-20%,4.52,42690,0
45+,25-50K,Tier 1,Never,Maybe,Low,20-40%,2.3,167717,0
35-44,50K-1L,Tier 3,Rarely,No,Medium,10-20%,2.58,220886,0
18-24,1L-2L,Tier 2,Rarely,Definitely,Medium,10-20%,2.63,208811,1
35-44,2L+,Tier 3,Frequently,Maybe,Low,20-40%,3.24,61630,1
45+,25-50K,Tier 1,Frequently,No,High,40%+,1.91,184243,1
45+,50K-1L,Tier 3,Frequently,Definitely,Medium,0%,4.29,26658,0
25-34,25-50K,Tier 1,Rarely,Maybe,Low,40%+,2.18,244204,0
18-24,1L-2L,Tier 1,Occasionally,Definitely,Medium,40%+,3.82,282941,0
35-44,25-50K,Tier 2,Never,No,Medium,20-40%,3.05,234414,0
45+,<25K,Tier 2,Rarely,Definitely,High,40%+,3.34,11265,0
45+,50K-1L,Tier 1,Occasionally,No,Medium,40%+,1.72,130611,0
35-44,25-50K,Tier 3,Rarely,Definitely,Medium,0%,3.94,208206,1
25-34,1L-2L,Tier 1,Never,Maybe,Low,40%+,1.75,163070,1
45+,1L-2L,Tier 1,Rarely,No,Low,0%,1.45,96426,0
18-24,25-50K,Tier 3,Never,No,High,20-40%,3.19,200078,1
45+,1L-2L,Tier 3,Rarely,No,Medium,0%,3.84,183417,1
18-24,2L+,Tier 3,Never,Definitely,Medium,10-20%,1.2,147957,1
35-44,2L+,Tier 3,Rarely,Definitely,Medium,10-20%,1.28,114681,1
18-24,2L+,Tier 1,Never,Maybe,High,0%,4.21,60597,0
35-44,<25K,Tier 1,Frequently,No,Medium,10-20%,4.24,102375,1
18-24,25-50K,Tier 2,Rarely,No,Low,20-40%,1.98,252077,0
35-44,<25K,Tier 1,Rarely,Definitely,High,10-20%,3.46,284228,0
18-24,1L-2L,Tier 3,Occasionally,Definitely,Low,0%,2.77,9383,1
25-34,<25K,Tier 2,Occasionally,Maybe,Low,20-40%,3.53,97313,0
18-24,1L-2L,Tier 3,Never,Maybe,High,10-20%,4.45,85294,1
18-24,1L-2L,Tier 1,Rarely,Definitely,Low,20-40%,1.32,66331,0
25-34,50K-1L,Tier 2,Never,No,Medium,0%,4.11,100057,0
45+,2L+,Tier 3,Frequently,Maybe,High,10-20%,2.97,156601,1
45+,1L-2L,Tier 2,Occasionally,Definitely,Low,20-40%,3.26,194646,1
18-24,50K-1L,Tier 2,Never,Definitely,Medium,20-40%,3.62,224699,0
25-34,2L+,Tier 1,Never,No,Medium,10-20%,4.69,101917,1
18-24,1L-2L,Tier 3,Occasionally,Definitely,Low,20-40%,1.23,298076,0
35-44,1L-2L,Tier 2,Rarely,Definitely,Medium,20-40%,1.12,269052,1
35-44,<25K,Tier 2,Never,Maybe,High,0%,1.71,35412,0
18-24,<25K,Tier 3,Occasionally,Definitely,Low,0%,4.95,258928,0
45+,2L+,Tier 2,Rarely,Definitely,Medium,0%,3.86,217104,0
45+,1L-2L,Tier 2,Frequently,Maybe,Medium,0%,3.46,7928,0
18-24,25-50K,Tier 2,Occasionally,No,Low,0%,1.19,166704,0
18-24,<25K,Tier 3,Never,No,Low,0%,4.52,37309,1
35-44,2L+,Tier 3,Frequently,Maybe,Low,10-20%,4.25,276424,0
45+,1L-2L,Tier 3,Rarely,Maybe,Low,0%,3.66,45449,1
18-24,1L-2L,Tier 3,Rarely,No,High,20-40%,2.36,294101,1
35-44,25-50K,Tier 1,Occasionally,No,Low,10-20%,1.28,172967,0
45+,2L+,Tier 2,Occasionally,No,High,20-40%,3.32,98057,0
25-34,1L-2L,Tier 3,Occasionally,No,High,0%,3.88,234223,1
35-44,<25K,Tier 2,Rarely,No,Low,0%,1.38,157767,0
45+,25-50K,Tier 2,Frequently,Maybe,High,20-40%,3.54,79893,0
45+,2L+,Tier 1,Rarely,Definitely,Low,20-40%,2.15,292320,1
35-44,25-50K,Tier 3,Never,No,Low,20-40%,4.06,154481,1
25-34,<25K,Tier 3,Rarely,No,Medium,40%+,3.16,260536,1
35-44,2L+,Tier 2,Never,Definitely,Low,40%+,1.52,5987,1
45+,25-50K,Tier 3,Frequently,Definitely,Medium,40%+,3.11,203573,1
18-24,50K-1L,Tier 2,Occasionally,Definitely,High,40%+,2.58,241692,1
18-24,<25K,Tier 2,Occasionally,Definitely,Medium,10-20%,1.72,31015,0
35-44,<25K,Tier 1,Rarely,Definitely,High,0%,4.37,121751,1
45+,<25K,Tier 1,Occasionally,Definitely,Low,20-40%,1.04,186353,1
18-24,50K-1L,Tier 1,Frequently,Maybe,High,0%,2.25,53231,0
45+,50K-1L,Tier 2,Occasionally,Definitely,High,20-40%,1.05,165104,0
35-44,1L-2L,Tier 3,Rarely,Definitely,Low,0%,1.38,295449,0
18-24,25-50K,Tier 1,Frequently,Maybe,High,10-20%,2.19,59306,0
45+,1L-2L,Tier 3,Never,Definitely,Low,40%+,1.22,224248,0
18-24,25-50K,Tier 1,Rarely,No,Medium,0%,3.39,126139,0
35-44,50K-1L,Tier 1,Never,No,Low,20-40%,1.35,23318,1
45+,50K-1L,Tier 2,Frequently,Definitely,Low,0%,3.81,149318,0
18-24,1L-2L,Tier 1,Rarely,Maybe,High,10-20%,1.21,168674,0
35-44,2L+,Tier 1,Rarely,No,Medium,10-20%,1.24,288728,0
18-24,1L-2L,Tier 2,Frequently,Maybe,Low,0%,2.22,252399,0
18-24,25-50K,Tier 3,Occasionally,No,Medium,40%+,4.59,20169,1
25-34,1L-2L,Tier 1,Rarely,Definitely,Medium,20-40%,3.57,30968,0
25-34,<25K,Tier 2,Rarely,Maybe,High,10-20%,4.08,209830,0
35-44,25-50K,Tier 1,Never,Maybe,Low,10-20%,1.57,120391,1
25-34,25-50K,Tier 2,Occasionally,Maybe,High,0%,4.34,292588,1
35-44,2L+,Tier 3,Never,No,Low,10-20%,1.03,239856,1
25-34,50K-1L,Tier 3,Never,No,Medium,10-20%,1.85,67497,0
18-24,25-50K,Tier 2,Occasionally,No,Low,20-40%,3.46,10362,1
35-44,50K-1L,Tier 2,Occasionally,Definitely,Low,40%+,2.5,144322,1
35-44,1L-2L,Tier 2,Frequently,No,Medium,20-40%,4.94,73354,1
18-24,<25K,Tier 3,Occasionally,Definitely,Medium,40%+,1.12,41368,0
35-44,2L+,Tier 1,Rarely,Maybe,Low,20-40%,4.99,49109,0
35-44,50K-1L,Tier 3,Occasionally,Maybe,High,0%,3.49,193717,1
25-34,25-50K,Tier 2,Frequently,Definitely,Low,10-20%,3.23,32426,0
35-44,50K-1L,Tier 2,Frequently,No,Medium,40%+,1.24,117637,0
45+,25-50K,Tier 3,Frequently,Definitely,High,0%,2.09,44023,0
18-24,50K-1L,Tier 2,Occasionally,Maybe,Medium,10-20%,4.7,160964,0
25-34,25-50K,Tier 3,Occasionally,Maybe,Medium,10-20%,2.42,99897,0
25-34,1L-2L,Tier 2,Never,Definitely,High,10-20%,3.65,152079,1
45+,25-50K,Tier 1,Never,No,Medium,20-40%,5.0,84777,1
18-24,25-50K,Tier 1,Rarely,No,Medium,0%,2.05,49858,1
18-24,<25K,Tier 2,Never,Definitely,Medium,0%,3.3,225510,1
25-34,25-50K,Tier 3,Rarely,Definitely,Medium,10-20%,3.79,25239,0
35-44,<25K,Tier 1,Frequently,No,Medium,40%+,1.66,46291,1
25-34,2L+,Tier 3,Never,Maybe,Medium,0%,1.59,43805,1
18-24,<25K,Tier 2,Occasionally,Definitely,Medium,20-40%,2.83,103831,0
45+,1L-2L,Tier 3,Never,No,Medium,40%+,2.54,154515,0
25-34,<25K,Tier 1,Rarely,No,Medium,40%+,3.86,14290,0
18-24,2L+,Tier 3,Never,Maybe,Low,40%+,1.28,286216,0
25-34,1L-2L,Tier 3,Frequently,Maybe,Low,40%+,4.89,90186,1
35-44,50K-1L,Tier 2,Occasionally,Maybe,Medium,0%,1.06,282259,0
25-34,50K-1L,Tier 2,Rarely,Maybe,Low,10-20%,3.41,10149,0
25-34,<25K,Tier 2,Occasionally,Maybe,High,40%+,3.25,284860,0
18-24,<25K,Tier 1,Occasionally,Definitely,Low,20-40%,1.54,18621,0
18-24,2L+,Tier 1,Rarely,No,Medium,20-40%,1.6,265800,0
18-24,2L+,Tier 2,Occasionally,Definitely,Medium,10-20%,4.17,297543,0
25-34,25-50K,Tier 2,Occasionally,Definitely,Low,0%,4.55,124374,1
35-44,2L+,Tier 1,Never,Definitely,Medium,10-20%,2.13,295894,1
45+,25-50K,Tier 1,Occasionally,Definitely,High,40%+,2.75,227682,1
45+,1L-2L,Tier 1,Occasionally,Definitely,High,0%,2.42,218614,0
18-24,<25K,Tier 1,Occasionally,Maybe,Medium,0%,1.29,253797,0
18-24,1L-2L,Tier 2,Occasionally,Maybe,High,40%+,3.69,98430,1
25-34,2L+,Tier 1,Rarely,No,High,20-40%,4.3,119921,1
45+,1L-2L,Tier 2,Frequently,Definitely,Low,40%+,2.22,96729,1
18-24,1L-2L,Tier 3,Never,No,High,10-20%,4.96,56843,1
35-44,1L-2L,Tier 3,Occasionally,Maybe,Low,40%+,1.3,146294,0
35-44,2L+,Tier 1,Occasionally,Maybe,Medium,20-40%,3.65,136458,1
18-24,1L-2L,Tier 3,Rarely,Maybe,Low,40%+,2.79,45878,0
18-24,25-50K,Tier 3,Frequently,Definitely,Medium,10-20%,2.79,205741,0
45+,2L+,Tier 3,Occasionally,Definitely,Medium,10-20%,2.83,174421,0
45+,1L-2L,Tier 1,Rarely,Maybe,Medium,20-40%,2.03,236343,1
25-34,2L+,Tier 1,Never,No,Medium,10-20%,3.86,95352,1
45+,50K-1L,Tier 3,Never,No,Medium,10-20%,3.89,23383,1
35-44,25-50K,Tier 2,Occasionally,Maybe,Low,40%+,2.13,140973,0
35-44,1L-2L,Tier 3,Occasionally,No,Medium,0%,4.34,19633,0
18-24,50K-1L,Tier 1,Frequently,Maybe,High,10-20%,2.27,67244,1
45+,50K-1L,Tier 1,Frequently,No,High,10-20%,3.9,195091,0
25-34,2L+,Tier 1,Occasionally,Maybe,Medium,20-40%,1.48,224184,1
35-44,50K-1L,Tier 3,Rarely,No,High,20-40%,1.67,181173,0
35-44,25-50K,Tier 2,Frequently,Definitely,Low,40%+,2.26,180778,0
25-34,25-50K,Tier 1,Occasionally,Maybe,Low,40%+,3.38,213156,0
25-34,<25K,Tier 1,Frequently,Maybe,Medium,10-20%,3.58,20115,0
35-44,25-50K,Tier 3,Occasionally,No,Medium,0%,2.59,80379,0
35-44,50K-1L,Tier 2,Never,Maybe,Medium,0%,1.31,238553,0
25-34,25-50K,Tier 3,Occasionally,Maybe,High,40%+,2.49,44979,0
35-44,2L+,Tier 1,Never,Maybe,High,20-40%,3.76,176713,1
18-24,<25K,Tier 2,Frequently,Definitely,Low,10-20%,3.68,74377,0
18-24,50K-1L,Tier 2,Occasionally,Definitely,High,10-20%,1.64,257858,0
25-34,<25K,Tier 1,Frequently,No,Low,0%,1.03,11416,1
45+,50K-1L,Tier 2,Never,Definitely,High,40%+,4.01,136666,1
25-34,2L+,Tier 2,Occasionally,No,Low,0%,1.43,181128,1
25-34,<25K,Tier 3,Frequently,Definitely,Medium,0%,1.33,123243,1
45+,1L-2L,Tier 1,Never,No,High,40%+,1.01,108070,0
45+,50K-1L,Tier 1,Frequently,Definitely,Low,20-40%,2.73,41126,0
45+,1L-2L,Tier 1,Rarely,Definitely,High,10-20%,3.01,85382,1
18-24,<25K,Tier 1,Never,No,Medium,20-40%,3.55,227785,0
35-44,1L-2L,Tier 1,Never,Maybe,Low,40%+,2.18,23228,1
18-24,1L-2L,Tier 2,Never,Maybe,High,40%+,3.84,29009,0
35-44,<25K,Tier 3,Occasionally,Definitely,High,10-20%,1.68,267238,0
18-24,2L+,Tier 1,Occasionally,No,Medium,20-40%,4.33,85636,0
35-44,1L-2L,Tier 3,Occasionally,Maybe,Medium,10-20%,3.29,188293,0
18-24,1L-2L,Tier 3,Rarely,No,Low,0%,3.34,103453,0
45+,2L+,Tier 2,Rarely,Maybe,High,0%,1.84,59486,1
25-34,1L-2L,Tier 1,Never,No,High,0%,1.3,198366,0
18-24,1L-2L,Tier 2,Rarely,Definitely,Medium,20-40%,2.86,265243,0
35-44,1L-2L,Tier 1,Frequently,No,Medium,0%,3.46,25860,0
45+,25-50K,Tier 2,Never,Maybe,Low,10-20%,1.38,249856,0
18-24,2L+,Tier 3,Never,Definitely,High,20-40%,4.8,219135,0
18-24,1L-2L,Tier 1,Frequently,No,High,10-20%,4.92,54607,1
45+,2L+,Tier 3,Never,Maybe,Low,40%+,3.18,214605,0
18-24,50K-1L,Tier 3,Rarely,Definitely,Low,20-40%,4.8,23330,1
25-34,50K-1L,Tier 2,Occasionally,No,Medium,10-20%,1.72,176150,0
18-24,1L-2L,Tier 1,Frequently,Maybe,Medium,10-20%,1.1,191404,0
25-34,2L+,Tier 3,Rarely,No,Low,20-40%,1.16,257134,1
25-34,2L+,Tier 2,Frequently,No,Low,40%+,3.35,226437,0
45+,2L+,Tier 1,Frequently,Definitely,High,20-40%,1.25,13070,0
18-24,25-50K,Tier 1,Never,Definitely,Low,0%,4.83,6320,1
45+,50K-1L,Tier 3,Never,Maybe,Low,0%,1.57,11589,0
18-24,2L+,Tier 1,Rarely,Definitely,High,40%+,2.22,20589,1
18-24,2L+,Tier 3,Frequently,Maybe,Low,10-20%,4.29,41375,1
35-44,25-50K,Tier 1,Never,No,Medium,10-20%,1.87,48085,1
18-24,25-50K,Tier 2,Never,No,Medium,10-20%,1.97,65840,0
45+,2L+,Tier 3,Frequently,Maybe,High,20-40%,3.57,179272,0
25-34,<25K,Tier 3,Rarely,No,Low,20-40%,2.1,103704,1
18-24,2L+,Tier 1,Rarely,Definitely,Medium,40%+,1.87,35982,0
35-44,2L+,Tier 1,Frequently,No,Medium,0%,2.02,295658,1
45+,25-50K,Tier 3,Rarely,Definitely,Medium,10-20%,2.96,200961,0
18-24,25-50K,Tier 1,Never,Maybe,Medium,0%,4.86,81034,1
45+,2L+,Tier 2,Frequently,Maybe,Low,20-40%,4.33,49845,0
35-44,2L+,Tier 1,Never,No,Low,20-40%,2.14,259259,1
35-44,2L+,Tier 2,Occasionally,No,Low,20-40%,2.45,113417,0
45+,25-50K,Tier 2,Occasionally,Definitely,Low,0%,2.86,118436,1
18-24,2L+,Tier 2,Rarely,Definitely,Medium,40%+,4.92,243198,0
25-34,2L+,Tier 2,Occasionally,No,High,40%+,1.69,288303,1
35-44,1L-2L,Tier 2,Never,No,High,20-40%,2.43,94788,0
18-24,<25K,Tier 1,Occasionally,Maybe,Medium,10-20%,3.92,29003,0
18-24,50K-1L,Tier 2,Never,Maybe,Medium,0%,4.86,110722,1
25-34,<25K,Tier 1,Rarely,Maybe,High,20-40%,1.62,241444,0
35-44,1L-2L,Tier 2,Rarely,No,High,0%,1.91,27205,0
35-44,50K-1L,Tier 3,Never,No,Medium,0%,1.9,232131,0
18-24,2L+,Tier 2,Occasionally,No,Medium,40%+,1.08,61955,0
18-24,1L-2L,Tier 3,Rarely,Maybe,Low,20-40%,3.42,246235,1
25-34,2L+,Tier 2,Frequently,No,Low,40%+,3.68,274608,0
25-34,25-50K,Tier 2,Rarely,Definitely,High,20-40%,3.41,218718,0
35-44,1L-2L,Tier 2,Occasionally,No,Medium,0%,1.29,208729,1
45+,25-50K,Tier 3,Frequently,No,High,40%+,1.28,276984,0
35-44,1L-2L,Tier 3,Occasionally,No,Low,0%,1.84,288071,1
18-24,1L-2L,Tier 2,Never,No,Low,20-40%,2.16,20329,0
35-44,25-50K,Tier 1,Frequently,No,High,10-20%,4.15,20791,1
45+,50K-1L,Tier 2,Occasionally,Definitely,Low,40%+,1.64,150444,0
25-34,<25K,Tier 3,Frequently,Definitely,Medium,40%+,1.18,184541,1
45+,2L+,Tier 2,Occasionally,No,High,0%,2.58,135436,1
45+,1L-2L,Tier 3,Frequently,Maybe,Medium,0%,2.67,92073,1
45+,2L+,Tier 3,Occasionally,No,Medium,10-20%,2.8,254894,0
25-34,25-50K,Tier 3,Never,No,Low,40%+,4.31,56408,1
45+,2L+,Tier 2,Frequently,No,Medium,20-40%,1.39,151306,0
45+,25-50K,Tier 3,Frequently,Maybe,High,20-40%,3.82,143604,1
45+,2L+,Tier 3,Frequently,Maybe,Medium,40%+,2.35,77439,1
18-24,<25K,Tier 2,Frequently,Maybe,Medium,40%+,2.24,23242,1
45+,<25K,Tier 3,Never,Definitely,Medium,40%+,4.73,186326,0
25-34,<25K,Tier 2,Frequently,Maybe,Medium,10-20%,1.99,244647,0
45+,<25K,Tier 3,Rarely,Definitely,Medium,20-40%,3.57,299438,1
45+,<25K,Tier 1,Never,Definitely,Low,20-40%,2.1,195856,1
25-34,<25K,Tier 1,Rarely,Maybe,High,0%,3.03,196373,1
45+,25-50K,Tier 3,Frequently,Maybe,Low,0%,4.15,146503,1
25-34,1L-2L,Tier 1,Occasionally,Maybe,High,40%+,4.53,95381,1
45+,2L+,Tier 2,Rarely,Definitely,High,0%,4.35,257641,1
25-34,<25K,Tier 1,Frequently,No,High,10-20%,3.33,191444,1
45+,25-50K,Tier 3,Rarely,Maybe,High,20-40%,2.0,99176,1
45+,25-50K,Tier 3,Frequently,Maybe,High,20-40%,3.64,124667,0
18-24,25-50K,Tier 2,Frequently,Maybe,Medium,0%,3.84,52387,1
18-24,1L-2L,Tier 3,Frequently,Definitely,Low,40%+,1.04,188999,0
45+,2L+,Tier 2,Occasionally,Definitely,Low,0%,2.76,276448,1
45+,1L-2L,Tier 1,Rarely,No,Medium,40%+,4.37,284176,0
35-44,50K-1L,Tier 1,Never,Maybe,High,10-20%,2.96,96291,0
25-34,25-50K,Tier 2,Never,Definitely,Low,20-40%,2.25,64486,1
35-44,50K-1L,Tier 2,Never,No,Medium,10-20%,4.49,70552,0
18-24,<25K,Tier 3,Never,Maybe,Medium,20-40%,1.62,44244,0
18-24,<25K,Tier 1,Frequently,Definitely,Low,10-20%,1.83,55697,1
18-24,1L-2L,Tier 2,Rarely,Maybe,Low,0%,3.75,269837,1
18-24,2L+,Tier 1,Rarely,Maybe,High,10-20%,2.41,192823,1
45+,50K-1L,Tier 2,Occasionally,Definitely,High,10-20%,3.85,86098,0
18-24,2L+,Tier 1,Rarely,Definitely,Low,0%,1.63,11259,1
45+,1L-2L,Tier 3,Rarely,Definitely,High,20-40%,2.01,124746,0
45+,<25K,Tier 1,Rarely,Maybe,Medium,20-40%,1.63,112772,1
18-24,2L+,Tier 1,Occasionally,Maybe,High,0%,4.81,122928,1
18-24,2L+,Tier 1,Never,No,High,10-20%,2.62,52419,0
25-34,<25K,Tier 1,Rarely,Maybe,Medium,10-20%,2.35,201979,0
35-44,50K-1L,Tier 1,Occasionally,Definitely,High,10-20%,1.06,163455,0
18-24,<25K,Tier 3,Occasionally,Maybe,Medium,40%+,1.61,28404,1
25-34,2L+,Tier 2,Frequently,No,High,20-40%,2.68,141774,1
25-34,50K-1L,Tier 1,Occasionally,No,Low,10-20%,1.27,105965,1
35-44,50K-1L,Tier 3,Never,Definitely,High,20-40%,3.04,61332,0
45+,<25K,Tier 1,Rarely,Definitely,Low,10-20%,2.82,175491,0
18-24,2L+,Tier 1,Occasionally,No,Low,0%,4.07,226648,0
35-44,1L-2L,Tier 2,Never,No,Low,0%,3.64,108182,0
18-24,2L+,Tier 1,Occasionally,No,Low,20-40%,2.78,113269,1
25-34,25-50K,Tier 3,Occasionally,Definitely,Low,20-40%,1.9,39142,0
25-34,1L-2L,Tier 3,Occasionally,No,Medium,0%,3.91,114699,0
45+,50K-1L,Tier 2,Occasionally,No,Medium,40%+,3.83,101226,1
25-34,1L-2L,Tier 1,Occasionally,Definitely,Medium,0%,1.61,274537,1
25-34,50K-1L,Tier 3,Never,Maybe,Low,10-20%,4.66,206011,0
35-44,50K-1L,Tier 1,Rarely,Maybe,High,40%+,1.26,205154,0
18-24,1L-2L,Tier 1,Rarely,No,Medium,0%,1.22,107281,0
18-24,50K-1L,Tier 1,Rarely,Maybe,High,40%+,1.75,14388,0
35-44,50K-1L,Tier 2,Rarely,Maybe,High,40%+,4.64,67969,0
45+,25-50K,Tier 1,Never,Maybe,Low,40%+,3.08,41660,0
18-24,2L+,Tier 3,Frequently,Maybe,Low,20-40%,4.15,94244,1
25-34,2L+,Tier 1,Frequently,No,Low,0%,1.91,84544,1
18-24,25-50K,Tier 3,Never,Maybe,Medium,20-40%,2.96,237625,1
25-34,1L-2L,Tier 1,Never,Maybe,Low,20-40%,2.43,199068,1
45+,<25K,Tier 3,Occasionally,Definitely,Medium,10-20%,4.31,120370,0
35-44,<25K,Tier 3,Occasionally,No,Medium,10-20%,1.09,22545,0
18-24,<25K,Tier 1,Occasionally,Definitely,Medium,40%+,1.98,138451,0
35-44,25-50K,Tier 1,Rarely,Definitely,Medium,40%+,1.61,231845,0
18-24,25-50K,Tier 3,Occasionally,No,Low,10-20%,4.44,177192,1
25-34,50K-1L,Tier 2,Frequently,Maybe,Medium,10-20%,2.87,284953,0
35-44,<25K,Tier 1,Rarely,Definitely,Low,0%,2.62,295111,0
18-24,1L-2L,Tier 2,Occasionally,No,Low,40%+,2.8,28424,0
25-34,1L-2L,Tier 1,Rarely,Maybe,Medium,40%+,4.89,231675,0
35-44,<25K,Tier 1,Frequently,No,Low,10-20%,4.4,214550,1
35-44,<25K,Tier 1,Occasionally,Definitely,High,0%,3.83,185526,0
18-24,<25K,Tier 1,Frequently,Maybe,Low,10-20%,2.16,187997,1
